Record;[0]\[3];[3]\[0]
799727;RockPileL02FieldGrass01 [STAT:000C33EF];Landscape\Rocks\RockPileL02.nif
799728;RockPileL03FieldGrass01 [STAT:000C33F0];Landscape\Rocks\RockPileL03.nif
800791;GlacierSlab01_NoSN [STAT:000C3817];Landscape\Ice\GlacierSlab01.nif
800792;GlacierPillarLg01_NoSN [STAT:000C3818];Landscape\Ice\GlacierPillarLg01.nif
801045;RockPileL02Tundra01 [STAT:000C3915];Landscape\Rocks\RockPileL02.nif
801047;RockPileL03Tundra01 [STAT:000C3917];Landscape\Rocks\RockPileL03.nif
801107;RockAnimalDenTundraRocks01 [STAT:000C3953];Landscape\Rocks\RockAnimalDen01.nif
801252;RockPileM02WetRiverbedBottom01 [STAT:000C39E4];Landscape\Rocks\WetRocks\RockPileM02Wet.nif
801254;RockPileM02WetRiverMud01 [STAT:000C39E6];Landscape\Rocks\WetRocks\RockPileM02Wet.nif
801256;RockPileL03WetRiverMud01 [STAT:000C39E8];Landscape\Rocks\WetRocks\RockPileL03Wet.nif
801258;RockPileL02WetRiverMud01 [STAT:000C39EA];Landscape\Rocks\WetRocks\RockPileL02Wet.nif
801260;RockPileM01WetRiverMud01 [STAT:000C39EC];Landscape\Rocks\WetRocks\RockPileM01Wet.nif
802102;Whfirepit01 [STAT:000C3D36];Architecture\Windhelm\Whfirepit01.nif
802103;Whfirepit02 [STAT:000C3D37];Architecture\Windhelm\Whfirepit02.nif
802388;RockPileL02CoastOceanFloor01 [STAT:000C3E54];Landscape\Rocks\RockPileL02.nif
802389;RockPileS04CoastOceanFloor01 [STAT:000C3E55];Landscape\Rocks\RockPileS04.nif
805349;BoneHumanArmLStatic [STAT:000C49E5];Clutter\Bones\HumanArmLeftStatic.nif
805350;BoneHumanArmRStatic [STAT:000C49E6];Clutter\Bones\HumanArmRightStatic.nif
805351;BoneHumanFootLStatic [STAT:000C49E7];Clutter\Bones\HumanFootLeftStatic.nif
805352;BoneHumanFootRStatic [STAT:000C49E8];Clutter\Bones\HumanFootRightStatic.nif
805353;BoneHumanHandLStatic [STAT:000C49E9];Clutter\Bones\HumanHandLeftStatic.nif
805354;BoneHumanHandRStatic [STAT:000C49EA];Clutter\Bones\HumanHandRightStatic.nif
805355;BoneHumanLegLStatic [STAT:000C49EB];Clutter\Bones\HumanLegLeftStatic.nif
805356;BoneHumanLegRStatic [STAT:000C49EC];Clutter\Bones\HumanLegRightStatic.nif
805357;BoneHumanRibcageFullStatic [STAT:000C49ED];Clutter\Bones\HumanRibcageFullStatic.nif
805358;BoneHumanSkullStatic [STAT:000C49EE];Clutter\Bones\HumanSkullStatic.nif
805359;BoneHumanSkullFullStatic [STAT:000C49EF];Clutter\Bones\HumanSkullFullStatic.nif
805360;BoneHumanSpineStatic [STAT:000C49F0];Clutter\Bones\SpineStatic.nif
805572;TreePineForestLogSm01 [STAT:000C4AC4];Landscape\Trees\TreePineForestLogSm01.nif
805783;BurntRubbleNoDirt01 [STAT:000C4B97];Clutter\Helgen\BurntRubbleNoDirt01.nif
805784;BurntRubbleNoDirt02 [STAT:000C4B98];Clutter\Helgen\BurntRubbleNoDirt02.nif
805785;BurntRubbleNoDirt03 [STAT:000C4B99];Clutter\Helgen\BurntRubbleNoDirt03.nif
805786;BurntRubbleNoDirt05 [STAT:000C4B9A];Clutter\Helgen\BurntRubbleNoDirt05.nif
805787;BurntRubbleNoDirt04 [STAT:000C4B9B];Clutter\Helgen\BurntRubbleNoDirt04.nif
805822;NobleWashBasin01 [STAT:000C4BBE];Furniture\Noble\NobleWashBasin01.nif
805825;ImpChandellierCandle03 [STAT:000C4BC1];Clutter\Imperial\ImpChandellierCandle03.nif
805826;ImpChandellierCandle02 [STAT:000C4BC2];Clutter\Imperial\ImpChandellierCandle02.nif
805859;NobleWallShelf02 [STAT:000C4BE3];Furniture\Noble\NobleWallShelf02.nif
805860;NobleHeadFurniture [STAT:000C4BE4];Furniture\Noble\NobleHead.nif
805861;NobleWallShelf01 [STAT:000C4BE5];Furniture\Noble\NobleWallShelf01.nif
806232;NobleTableThin01 [STAT:000C4D58];Furniture\Noble\NobleTableThin01.nif
806376;NorPuzzleKeyBear01 [STAT:000C4DE8];Dungeons\Nordic\Clutter\NorPuzzleKeyBear01.nif
806377;NorPuzzleKeyOwl01 [STAT:000C4DE9];Dungeons\Nordic\Clutter\NorPuzzleKeyOwl01.nif
806378;NorPuzzleKeyMoth01 [STAT:000C4DEA];Dungeons\Nordic\Clutter\NorPuzzleKeyMoth01.nif
806379;NorPuzzleKeyFox01 [STAT:000C4DEB];Dungeons\Nordic\Clutter\NorPuzzleKeyFox01.nif
806380;NorPuzzleKeyWolf01 [STAT:000C4DEC];Dungeons\Nordic\Clutter\NorPuzzleKeyWolf01.nif
806381;NorPuzzleKeyDragon01 [STAT:000C4DED];Dungeons\Nordic\Clutter\NorPuzzleKeyDragon01.nif
806451;1stPersonShiv [STAT:000C4E33];Weapons\Shiv\Shiv.nif
806521;GiantObelisk02_MountainSlab [STAT:000C4E79];Clutter\Giant\GiantObelisk02.nif
806524;GiantObelisk03_MountainSlab [STAT:000C4E7C];Clutter\Giant\GiantObelisk03.nif
807710;RockAnimalDenCoastOceanFloor01 [STAT:000C531E];Landscape\Rocks\RockAnimalDen01.nif
808002;DweCivWarWallChimney01 [STAT:000C5442];Dungeons\Dwemer\Clutter\DweCivWarWallChimney01.nif
808084;NorTmpExtPlatFloorRaised01SnowLight [STAT:000C5494];Dungeons\Nordic\Exterior\NorTmpExtPlatFloorRaised01.nif
808087;NorExtRubblePile04_LightSN [STAT:000C5497];Dungeons\Nordic\Exterior\Rubble\NorExtRubblePile04.nif
808106;MineLHallEntrance01SnowLight [STAT:000C54AA];Dungeons\Mines\MineLargeHall\MineLHallEntrance01.nif
808108;MineLHallDoorNarrow01SnowLight [STAT:000C54AC];Dungeons\Mines\MineLargeHall\MineLHallDoorNarrow01.nif
808112;MineCBoulderPileS02IceBlend [STAT:000C54B0];Dungeons\Mines\Rocks\MineCBoulderPileS02.nif
808115;MineCBoulderPileS01IceBlend [STAT:000C54B3];Dungeons\Mines\Rocks\MineCBoulderPileS01.nif
808122;MineLHall1Way128D01SnowLight [STAT:000C54BA];Dungeons\Mines\MineLargeHall\MineLHall1Way128D01.nif
808600;SBannerlTall01 [STAT:000C5698];Architecture\Solitude\Clutter\SBannerlTall01.nif
808601;SBannerlong01 [STAT:000C5699];Architecture\Solitude\Clutter\SBannerlong01.nif
808622;SFloorPedestal01 [STAT:000C56AE];Architecture\Solitude\Interiors\SFloorPedestal01.nif
808644;ImpCandle01 [STAT:000C56C4];Clutter\Imperial\ImpCandle01.nif
808874;NobleTableLow02 [STAT:000C57AA];Furniture\Noble\NobleTableLow02.nif
809054;RockCliffMineEntrance02Snow [STAT:000C585E];Landscape\Rocks\RockCliffMineEntrance02.nif
809055;Farmhouse05Destroyed01 [STAT:000C585F];Architecture\Farmhouse\Farmhouse05Destroyed01.nif
809056;Farmhouse05Destroyed02 [STAT:000C5860];Architecture\Farmhouse\Farmhouse05Destroyed02.nif
809057;Farmhouse06Destroyed01 [STAT:000C5861];Architecture\Farmhouse\Farmhouse06Destroyed01.nif
809058;Farmhouse06Destroyed02 [STAT:000C5862];Architecture\Farmhouse\Farmhouse06Destroyed02.nif
809063;FarmhouseBRubble01 [STAT:000C5867];Architecture\Farmhouse\Rubble\FarmhouseBRubble01.nif
809369;ShrineMehrunes01 [STAT:000C5999];Clutter\Mehrunes\ShrineMehrunes01.nif
809833;1stPersonCeremonialBlade [STAT:000C5B69];Weapons\CeremonialBlade\1stPersonCeremonialBlade.nif
811711;RockPileS04FallForestGrass01 [STAT:000C62BF];Landscape\Rocks\RockPileS04.nif
812479;SBannerlMid01 [STAT:000C65BF];Architecture\Solitude\Clutter\SBannerlMid01.nif
812499;SLgFFloSol02 [STAT:000C65D3];Architecture\Solitude\Interiors\SLgFFloSol02.nif
812568;SMdBDorInt02 [STAT:000C6618];Architecture\Solitude\Interiors\SMdBDorInt02.nif
812572;SMdBCtoFDor01 [STAT:000C661C];Architecture\Solitude\Interiors\SMdBCtoFDor01.nif
813207;ImpExtBldgMid01SnowLight [STAT:000C6897];Dungeons\Imperial\Exterior\ImpExtBldgMid01.nif
813208;ImpExtBlocks01SnowLight [STAT:000C6898];Dungeons\Imperial\Exterior\ImpExtBlocks01.nif
813209;ImpExtBlocks02SnowLight [STAT:000C6899];Dungeons\Imperial\Exterior\ImpExtBlocks02.nif
813210;ImpExtBlocks03SnowLight [STAT:000C689A];Dungeons\Imperial\Exterior\ImpExtBlocks03.nif
813211;ImpExtBlocks04SnowLight [STAT:000C689B];Dungeons\Imperial\Exterior\ImpExtBlocks04.nif
813212;ImpExtBlocks05SnowLight [STAT:000C689C];Dungeons\Imperial\Exterior\ImpExtBlocks05.nif
813213;ImpExtBldgSecondCorner03SnowLight [STAT:000C689D];Dungeons\Imperial\Exterior\ImpExtBldgSecondCorner03.nif
813335;RockPileL01FallForestDirt01 [STAT:000C6917];Landscape\Rocks\RockPileL01.nif
813338;RockPileS04FallForestDirt01 [STAT:000C691A];Landscape\Rocks\RockPileS04.nif
813339;RockCliff07FallForestDirt01 [STAT:000C691B];Landscape\Rocks\RockCliff07.nif
813344;1stPersonDwarvenStaff [STAT:000C6920];Weapons\Dwarven\1stPersonDwarvenStaff.nif
813349;1stPersonDwarvenStaffGem [STAT:000C6925];Weapons\Dwarven\1stPersonDwarvenStaffGem.nif
814123;GoatPeltStatic [STAT:000C6C2B];Clutter\GoatSkin\GoatPeltStatic.nif
814261;NobleRack01 [STAT:000C6CB5];Furniture\Noble\NobleNobleRack01.nif
814266;NobleCrate01 [STAT:000C6CBA];Furniture\Noble\NobleCrate01.nif
814268;NobleCrate02 [STAT:000C6CBC];Furniture\Noble\NobleCrate02.nif
814554;RockPileM01Tundra01 [STAT:000C6DDA];Landscape\Rocks\RockPileM01.nif
815678;MountainTrim02CoastBeach01 [STAT:000C723E];Landscape\Mountains\MountainTrim02.nif
817454;BoneHumanSkullFullStaticSnow [STAT:000C792E];Clutter\Bones\HumanSkullFullStatic.nif
817456;BoneHumanRibcageFullStaticSnow [STAT:000C7930];Clutter\Bones\HumanRibcageFullStatic.nif
817458;BoneHumanHandLStaticSnow [STAT:000C7932];Clutter\Bones\HumanHandLeftStatic.nif
817479;FalmerBFence01Snow [STAT:000C7947];Clutter\Falmer\FalmerBigFence01.nif
817480;FalmerBFence02Snow [STAT:000C7948];Clutter\Falmer\FalmerBigFence02.nif
817481;FalmerFence01Snow [STAT:000C7949];Clutter\Falmer\FalmerFence01.nif
817482;FalmerFence02Snow [STAT:000C794A];Clutter\Falmer\FalmerFence02.nif
817483;FalmerFence03Snow [STAT:000C794B];Clutter\Falmer\FalmerFence03.nif
817608;BoneHumanLegRStaticSnow [STAT:000C79C8];Clutter\Bones\HumanLegRightStatic.nif
817610;BoneHumanFootRStaticSnow [STAT:000C79CA];Clutter\Bones\HumanFootRightStatic.nif
817612;BoneHumanArmRStaticSnow [STAT:000C79CC];Clutter\Bones\HumanArmRightStatic.nif
817614;BoneHumanHandRStaticSnow [STAT:000C79CE];Clutter\Bones\HumanHandRightStatic.nif
817682;BoneHumanArmLStaticSnow [STAT:000C7A12];Clutter\Bones\HumanArmLeftStatic.nif
817710;CaveLamp02_LightSN [STAT:000C7A2E];Clutter\Caves\Cave_Lamp02.nif
817984;RockPileM03FallForestDirt01 [STAT:000C7B40];Landscape\Rocks\RockPileM03.nif
818356;NobleChair01Static [STAT:000C7CB4];Furniture\Noble\NobleChair01.nif
818494;CartPassengerSTATIC [STAT:000C7D3E];Furniture\PrisonerCarriage\PrisonerCarriage01Static.nif
819975;WRIntFreeWallStr01Low [STAT:000C8307];Architecture\WhiteRun\WRInteriors\WRIntFreeWallStr01Low.nif
819976;WRIntFreeWallStrDoor01Low [STAT:000C8308];Architecture\WhiteRun\WRInteriors\WRIntFreeWallStrDoor01Low.nif
820130;WRIntFreeWallStr01St [STAT:000C83A2];Architecture\WhiteRun\WRInteriors\WRIntFreeWallStr01St.nif
820252;GlazedCandlesStatic [STAT:000C841C];Clutter\GlazedCandles01.nif
820265;WRRugLarge04 [STAT:000C8429];Architecture\WhiteRun\WRClutter\WRRugLarge04.nif
820267;GlazedCandlesStatic02 [STAT:000C842B];Clutter\GlazedCandlesStatic02.nif
820337;NobleShelf05 [STAT:000C8471];Furniture\Noble\NobleShelf05.nif
820355;SMDAFloSol06 [STAT:000C8483];Architecture\Solitude\Interiors\SMDAFloSol06.nif
820414;NobleDivider01 [STAT:000C84BE];Furniture\Noble\NobleDivider01.nif
821655;CaveIRoomDoorB03ice [STAT:000C8997];Dungeons\Caves\Ice\SmallRoom\CaveIRoomDoorB03.nif
821656;CaveIRoomDoor03ice [STAT:000C8998];Dungeons\Caves\Ice\SmallRoom\CaveIRoomDoor03.nif
822393;1stPersonDaedricWarhammer [STAT:000C8C79];Weapons\Daedric\1stPersonDaedricWarhammer.nif
822394;1stPersonDaedricMace [STAT:000C8C7A];Weapons\Daedric\DaedricMace.nif
822395;1stPersonDaedricBattleAxe [STAT:000C8C7B];Weapons\Daedric\1stPersonDaedricBattleAxe.nif
822396;1stPersonDaedricWarAxe [STAT:000C8C7C];Weapons\Daedric\1stPersonDaedricWarAxe.nif
822524;SBigPlanter02 [STAT:000C8CFC];Architecture\Solitude\Clutter\SBigPlanter02.nif
822527;SBigPlanter03 [STAT:000C8CFF];Architecture\Solitude\Clutter\SBigPlanter03.nif
823227;WRIntLoftWallCor01 [STAT:000C8FBB];Architecture\WhiteRun\WRInteriors\WRIntLoftWallCor01.nif
823727;MountainCliff01_Falmer [STAT:000C91AF];Landscape\Mountains\MountainCliff01.nif
823728;MountainRidge01_Falmer [STAT:000C91B0];Landscape\Mountains\MountainRidge01.nif
823737;RockL05_Falmer [STAT:000C91B9];Landscape\Rocks\RockL05.nif
823738;RockL02_Falmer [STAT:000C91BA];Landscape\Rocks\RockL02.nif
823739;RockL01_Falmer [STAT:000C91BB];Landscape\Rocks\RockL01.nif
823740;RockL03_Falmer [STAT:000C91BC];Landscape\Rocks\RockL03.nif
823741;RockM01_Falmer [STAT:000C91BD];Landscape\Rocks\RockM01.nif
823742;RockL04_Falmer [STAT:000C91BE];Landscape\Rocks\RockL04.nif
824477;WHIntFloorDebris01 [STAT:000C949D];Architecture\Windhelm\InteriorKits\Wood\WHIntFloorDebris01.nif
824478;WHIntFloorDebris02 [STAT:000C949E];Architecture\Windhelm\InteriorKits\Wood\WHIntFloorDebris02.nif
824479;WHIntFloorDebris03 [STAT:000C949F];Architecture\Windhelm\InteriorKits\Wood\WHIntFloorDebris03.nif
824480;WHIntFloorDebris04 [STAT:000C94A0];Architecture\Windhelm\InteriorKits\Wood\WHIntFloorDebris04.nif
824489;WHIntFloorDebris05 [STAT:000C94A9];Architecture\Windhelm\InteriorKits\Wood\WHIntFloorDebris05.nif
826805;RockCliff02TundraRocks01 [STAT:000C9DB5];Landscape\Rocks\RockCliff02.nif
827214;Glazed02PotteryBase01 [STAT:000C9F4E];Clutter\Glazed02PotteryBase01.nif
827217;Glazed02PotteryBase02 [STAT:000C9F51];Clutter\Glazed02PotteryBase02.nif
828148;MS06NecromanticAltarStatic [STAT:000CA2F4];Clutter\Quest\MS06NecromanticAltar.nif
828510;CaveIHall1Way02ice [STAT:000CA45E];Dungeons\Caves\Ice\SmallHall\CaveIHall1Way02.nif
828527;CaveIFHallDoor02ice [STAT:000CA46F];Dungeons\Caves\Ice\LargeHall\CaveIFHallDoor02.nif
828621;BoneHumanLegLStaticSnow [STAT:000CA4CD];Clutter\Bones\HumanLegLeftStatic.nif
830651;DweRoadStraightLong01 [STAT:000CACBB];Dungeons\Dwemer\Roads\DweRoadStraightLong01.nif
830652;DweRoadStraightLong02 [STAT:000CACBC];Dungeons\Dwemer\Roads\DweRoadStraightLong02.nif
830653;DweRoadStraightLongRamp01 [STAT:000CACBD];Dungeons\Dwemer\Roads\DweRoadStraightLongRamp01.nif
830654;DweRoadStraightLongRamp02 [STAT:000CACBE];Dungeons\Dwemer\Roads\DweRoadStraightLongRamp02.nif
830655;DweRoadStrToCurveRampL01 [STAT:000CACBF];Dungeons\Dwemer\Roads\DweRoadStrToCurveRampL01.nif
830656;DweRoadStrToCurveRampR01 [STAT:000CACC0];Dungeons\Dwemer\Roads\DweRoadStrToCurveRampR01.nif
830657;DweRoad3way01 [STAT:000CACC1];Dungeons\Dwemer\Roads\DweRoad3way01.nif
830658;DweRoadChunkL01 [STAT:000CACC2];Dungeons\Dwemer\Roads\DweRoadChunkL01.nif
830659;DweRoadChunkL02 [STAT:000CACC3];Dungeons\Dwemer\Roads\DweRoadChunkL02.nif
830660;DweRoadChunkL03 [STAT:000CACC4];Dungeons\Dwemer\Roads\DweRoadChunkL03.nif
830661;DweRoadChunkM01 [STAT:000CACC5];Dungeons\Dwemer\Roads\DweRoadChunkM01.nif
830662;DweRoadChunkM02 [STAT:000CACC6];Dungeons\Dwemer\Roads\DweRoadChunkM02.nif
830663;DweRoadChunkM03 [STAT:000CACC7];Dungeons\Dwemer\Roads\DweRoadChunkM03.nif
830664;DweRoadChunkM04 [STAT:000CACC8];Dungeons\Dwemer\Roads\DweRoadChunkM04.nif
830665;DweRoadChunkS01 [STAT:000CACC9];Dungeons\Dwemer\Roads\DweRoadChunkS01.nif
830666;DweRoadChunkS02 [STAT:000CACCA];Dungeons\Dwemer\Roads\DweRoadChunkS02.nif
830667;DweRoadChunkS03 [STAT:000CACCB];Dungeons\Dwemer\Roads\DweRoadChunkS03.nif
830668;DweRoadChunkS04 [STAT:000CACCC];Dungeons\Dwemer\Roads\DweRoadChunkS04.nif
830669;DweRoadCurve90R01 [STAT:000CACCD];Dungeons\Dwemer\Roads\DweRoadCurve90R01.nif
830670;DweRoadCurveLong45LRamp01 [STAT:000CACCE];Dungeons\Dwemer\Roads\DweRoadCurveLong45LRamp01.nif
830671;DweRoadCurveLong45LRamp02 [STAT:000CACCF];Dungeons\Dwemer\Roads\DweRoadCurveLong45LRamp02.nif
830672;DweRoadCurveLong45R01 [STAT:000CACD0];Dungeons\Dwemer\Roads\DweRoadCurveLong45R01.nif
830673;DweRoadCurveLong45RRamp01 [STAT:000CACD1];Dungeons\Dwemer\Roads\DweRoadCurveLong45RRamp01.nif
830674;DweRoadCurveLong45RRamp02 [STAT:000CACD2];Dungeons\Dwemer\Roads\DweRoadCurveLong45RRamp02.nif
830675;DweRoadSCurveR01 [STAT:000CACD3];Dungeons\Dwemer\Roads\DweRoadSCurveR01.nif
830676;DweRoadSCurveRamp01 [STAT:000CACD4];Dungeons\Dwemer\Roads\DweRoadSCurveRamp01.nif
830677;DweRoadStraight01 [STAT:000CACD5];Dungeons\Dwemer\Roads\DweRoadStraight01.nif
830678;DweRoadStraight01End [STAT:000CACD6];Dungeons\Dwemer\Roads\DweRoadStraight01End.nif
830679;DweRoadStraight02 [STAT:000CACD7];Dungeons\Dwemer\Roads\DweRoadStraight02.nif
830680;DweRoadStraight02Down01 [STAT:000CACD8];Dungeons\Dwemer\Roads\DweRoadStraight02Down01.nif
830681;BlackreachGiantMush03 [STAT:000CACD9];Clutter\Blackreach\BlackreachGiantMushroom03.nif
830682;BlackreachGiantMush04 [STAT:000CACDA];Clutter\Blackreach\BlackreachGiantMushroom04.nif
830683;BlackreachGiantMush05 [STAT:000CACDB];Clutter\Blackreach\BlackreachGiantMushroom05.nif
830684;BlackreachGiantMush01 [STAT:000CACDC];Clutter\Blackreach\BlackreachGiantMushroom01.nif
830685;BlackreachGiantMush02 [STAT:000CACDD];Clutter\Blackreach\BlackreachGiantMushroom02.nif
830695;BlackreachGiantMushHoriz03 [STAT:000CACE7];Clutter\Blackreach\BlackreachGiantMushHoriz03.nif
830696;BlackreachGiantMushHoriz04 [STAT:000CACE8];Clutter\Blackreach\BlackreachGiantMushHoriz04.nif
830697;BlackreachGiantMushHoriz01 [STAT:000CACE9];Clutter\Blackreach\BlackreachGiantMushHoriz01.nif
830698;BlackreachGiantMushHoriz02 [STAT:000CACEA];Clutter\Blackreach\BlackreachGiantMushHoriz02.nif
830712;SnowDriftL01Interior [STAT:000CACF8];Dungeons\Caves\Ice\Snowdrift\SnowDriftL01Int.nif
830713;SnowDriftM02Interior [STAT:000CACF9];Dungeons\Caves\Ice\Snowdrift\SnowDriftM02Int.nif
830714;SnowDriftL02Interior [STAT:000CACFA];Dungeons\Caves\Ice\Snowdrift\SnowDriftL02Int.nif
830715;SnowDriftL03Interior [STAT:000CACFB];Dungeons\Caves\Ice\Snowdrift\SnowDriftL03Int.nif
830716;SnowDriftL04Interior [STAT:000CACFC];Dungeons\Caves\Ice\Snowdrift\SnowDriftL04Int.nif
830717;SnowDriftM01Interior [STAT:000CACFD];Dungeons\Caves\Ice\Snowdrift\SnowDriftM01Int.nif
830718;SnowDriftSm01Interior [STAT:000CACFE];Dungeons\Caves\Ice\Snowdrift\SnowDriftSm01Int.nif
830719;SnowDriftSm02Interior [STAT:000CACFF];Dungeons\Caves\Ice\Snowdrift\SnowDriftSm02Int.nif
830720;SnowDriftSm03Interior [STAT:000CAD00];Dungeons\Caves\Ice\Snowdrift\SnowDriftSm03Int.nif
830721;SnowDriftSm04Interior [STAT:000CAD01];Dungeons\Caves\Ice\Snowdrift\SnowDriftSm04Int.nif
830952;1stPersonForswornSword [STAT:000CADE8];Weapons\Forsworn\1stPersonForswornSword.nif
831324;1stPersonBladeofWoe [STAT:000CAF5C];Weapons\BladeofWoe\1stPersonBladeofWoe.nif
831913;WinterholdTowerIntWall03 [STAT:000CB1A9];Architecture\Winterhold\WinterholdTowerIntWall03.nif
831935;VolunruudFrameDoor [STAT:000CB1BF];Dungeons\Nordic\Doors\Animated\MediumDoor\VonunruudDoorFrame.nif
832552;WRIntLoftWallCapDoor01A [STAT:000CB428];Architecture\WhiteRun\WRInteriors\WRIntLoftWallCapDoor01A.nif
832553;WRIntLoftWallRoofDoor01A [STAT:000CB429];Architecture\WhiteRun\WRInteriors\WRIntLoftWallRoofDoor01A.nif
832571;WRIntWallStr01Low [STAT:000CB43B];Architecture\WhiteRun\WRInteriors\WRIntWallStr01Low.nif
833795;WHIntWoodRoofMidTopGQ01 [STAT:000CB903];Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodRoofMidTopGQ01.nif
833796;WHIntWoodRoofMidTopGQ02 [STAT:000CB904];Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodRoofMidTopGQ02.nif
833801;WHIntWoodWallKitDoorGQ01 [STAT:000CB909];Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodWallKitDoorGQ01.nif
833802;WHIntWoodWallKitWallGQ01 [STAT:000CB90A];Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodWallKitWallGQ01.nif
833803;WHIntWoodWallKitWallGQ02 [STAT:000CB90B];Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodWallKitWallGQ02.nif
833804;WHIntWoodWallKitWallGQ03 [STAT:000CB90C];Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodWallKitWallGQ03.nif
833805;WHIntWoodWallKitWallGQ04 [STAT:000CB90D];Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodWallKitWallGQ04.nif
833806;WHIntWoodWallKitWallShortGQ01 [STAT:000CB90E];Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodWallKitWallShortGQ01.nif
833807;WHIntWoodWallStoneDoorGQ01 [STAT:000CB90F];Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodWallStoneDoorGQ01.nif
833808;WHIntWoodWallStoneGQ01 [STAT:000CB910];Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodWallStoneGQ01.nif
833809;WHIntWoodWallStoneGQ02 [STAT:000CB911];Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodWallStoneGQ02.nif
833813;WHIntWoodWallStoneWindowGQ04 [STAT:000CB915];Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodWallStoneWindowGQ04.nif
833818;WHIntWoodWallWoodSupportGQ01 [STAT:000CB91A];Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodWallWoodSupportGQ01.nif
833832;WHIntWoodWallKitStoneDoorGQ01 [STAT:000CB928];Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodWallKitStoneDoorGQ01.nif
833833;WHIntWoodWallKitStoneWallGQ01 [STAT:000CB929];Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodWallKitStoneWallGQ01.nif
833837;WHIntWoodWallStoneWindowGQ06 [STAT:000CB92D];Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodWallStoneWindowGQ06.nif
833838;WHIntWoodWallStoneWindowGQ05 [STAT:000CB92E];Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodWallStoneWindowGQ05.nif
833851;WHfireplace03 [STAT:000CB93B];Architecture\Windhelm\InteriorKits\Castle\WHfireplace03.nif
834346;RockPileL04FrozenMashDirtSlope01 [STAT:000CBB2A];Landscape\Rocks\RockPileL04.nif
834369;RockPileS01FGrassSnow01 [STAT:000CBB41];Landscape\Rocks\RockPileS01.nif
835388;Glazed02PotteryBase03 [STAT:000CBF3C];Clutter\Glazed02PotteryBase03.nif
835574;SFloorPedestal02 [STAT:000CBFF6];Architecture\Solitude\Interiors\SFloorPedestal02.nif
836115;SMdCWalShelf01 [STAT:000CC213];Architecture\Solitude\Interiors\SMdCWalShelf01.nif
836146;SMdRod01 [STAT:000CC232];Architecture\Solitude\Clutter\SMdRod01.nif
836147;SMdShelf01 [STAT:000CC233];Architecture\Solitude\Clutter\SMdShelf01.nif
836894;RTPlaza01 [STAT:000CC51E];Architecture\Riften\RTPlaza01.nif
836896;RTPlaza02 [STAT:000CC520];Architecture\Riften\RTPlaza02.nif
836899;RTMarketStall01 [STAT:000CC523];Architecture\Riften\RTMarketStall01.nif
837470;IcePileM02 [STAT:000CC75E];Landscape\Ice\IcePileM02.nif
837471;IcePileL01SnowRocks01 [STAT:000CC75F];Landscape\Ice\IcePileL01.nif
837472;IcePileL03 [STAT:000CC760];Landscape\Ice\IcePileL03.nif
837473;IcePileL02 [STAT:000CC761];Landscape\Ice\IcePileL02.nif
837474;BlackreachECliffsIsland01NS [STAT:000CC762];Dungeons\Caves\Green\Cliffs\CaveGCliffsIsland01NS.nif
837475;RockCliff01Dirt01 [STAT:000CC763];Landscape\Rocks\RockCliff01.nif
837476;MountainCliffSlopeCaveDirt01 [STAT:000CC764];Landscape\Mountains\MountainCliffSlope.nif
837477;MountainCliffSm01_Blackreach [STAT:000CC765];Landscape\Mountains\MountainCliffSm01.nif
837478;RockPileS01_Dirt01 [STAT:000CC766];Landscape\Rocks\RockPileS01.nif
837479;RockPileL01Dirt01 [STAT:000CC767];Landscape\Rocks\RockPileL01.nif
837669;1stPersonForswornStaff [STAT:000CC825];Weapons\Forsworn\1stPersonForswornStaff.nif
837672;1stPersonForswornAxe [STAT:000CC828];Weapons\Forsworn\1stPersonForswornAxe.nif
838487;TG00BrynjolfStall [STAT:000CCB57];Architecture\Riften\TG00BrynjolfStall.nif
839855;RockPileL03Snow_LightSN [STAT:000CD0AF];Landscape\Rocks\RockPileL03.nif
839858;MountainTrim03FrozenMarshGrass01 [STAT:000CD0B2];Landscape\Mountains\MountainTrim03.nif
839868;RockPileS04FrozenMarshGrass01 [STAT:000CD0BC];Landscape\Rocks\RockPileS04.nif
839897;RockPileM01FrozenMarshGrass01 [STAT:000CD0D9];Landscape\Rocks\RockPileM01.nif
839914;RockPileM01GrassSnow01 [STAT:000CD0EA];Landscape\Rocks\RockPileM01.nif
